req_id,pos_fn_id,neg_fn_id
CS6007,CS_GetEntryIDMemoryCmd,CS_RecomputeBaselineAppCmd
CS6007,CS_ReportBaselineEntryIDMemoryCmd,CS_BackgroundCheckCycleCmd
CS6007,CS_ReportBaselineEntryIDMemoryCmd,CS_RecomputeBaselineAppCmd
CS6008,CS_EnableEntryIDMemoryCmd,CS_ComputeTables
CS6008,CS_EnableEntryIDMemoryCmd,CS_BackgroundCfeCore
CS6008,CS_DisableEntryIDMemoryCmd,CS_ComputeTables
CS6008,CS_DisableEntryIDMemoryCmd,CS_BackgroundCfeCore
CS6008,CS_GetEntryIDMemoryCmd,CS_ComputeTables
CS6008,CS_GetEntryIDMemoryCmd,CS_BackgroundCfeCore
CS6009,CS_GetEntryIDMemoryCmd,CS_HandleTableUpdate
CS6009,CS_GetEntryIDMemoryCmd,CS_BackgroundMemory
CS6009.1,CS_GetEntryIDMemoryCmd,CS_BackgroundEeprom
CS6009.1,CS_GetEntryIDMemoryCmd,CS_BackgroundMemory
CS7000,CS_ComputeTables,CS_OneShotChildTask
CS7000,CS_ComputeTables,CS_BackgroundCheckCycleCmd
CS7000,CS_ComputeApp,CS_OneShotChildTask
CS7000,CS_ComputeApp,CS_BackgroundCheckCycleCmd
CS7000,CS_ComputeEepromMemory,CS_OneShotChildTask
CS7000,CS_ComputeEepromMemory,CS_BackgroundCheckCycleCmd
CS9000,CS_SendHkCmd,CS_OneShotChildTask
CS9000,CS_SendHkCmd,CS_RecomputeBaselineOSCmd
CS9001,CS_AppInit,CS_BackgroundCfeCore
CS9001,CS_AppInit,CS_BackgroundOS
CS9002,CS_AppInit,CS_ReportBaselineOSCmd
CS9002,CS_AppInit,CS_RecomputeBaselineOSCmd
CS9002,CS_BackgroundCfeCore,CS_ReportBaselineOSCmd
CS9002,CS_BackgroundCfeCore,CS_RecomputeBaselineOSCmd
CS9002,CS_BackgroundOS,CS_ReportBaselineOSCmd
CS9002,CS_BackgroundOS,CS_RecomputeBaselineOSCmd
CS9002,CS_InitSegments,CS_ReportBaselineOSCmd
CS9002,CS_InitSegments,CS_RecomputeBaselineOSCmd
CS9003,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9003,CS_AppInit,CS_BackgroundCfeCore
CS9003,CS_BackgroundEeprom,CS_BackgroundCheckCycleCmd
CS9003,CS_BackgroundEeprom,CS_BackgroundCfeCore
CS9003.1,CS_AppInit,CS_OneShotCmd
CS9003.1,CS_AppInit,CS_HandleTableUpdate
CS9003.1,CS_BackgroundEeprom,CS_OneShotCmd
CS9003.1,CS_BackgroundEeprom,CS_HandleTableUpdate
CS9003.2,CS_AppInit,CS_BackgroundOS
CS9003.2,CS_AppInit,CS_BackgroundCfeCore
CS9004,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9004,CS_AppInit,CS_BackgroundCfeCore
CS9005,CS_AppInit,CS_BackgroundCfeCore
CS9005,CS_AppInit,CS_BackgroundApp
CS9005.1,CS_ValidateAppChecksumDefinitionTable,CS_BackgroundOS
CS9005.1,CS_ValidateAppChecksumDefinitionTable,CS_BackgroundCfeCore
CS9006,CS_AppInit,CS_RecomputeTablesChildTask
CS9006,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9006,CS_BackgroundTables,CS_RecomputeTablesChildTask
CS9006,CS_BackgroundTables,CS_BackgroundCheckCycleCmd
CS9006.1,CS_AppInit,CS_BackgroundOS
CS9006.1,CS_AppInit,CS_BackgroundCfeCore
CS9007,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9007,CS_AppInit,CS_RecomputeEepromMemoryChildTask
CS9007.1,CS_AppInit,CS_GetAppResTblEntryByName
CS9007.1,CS_AppInit,CS_BackgroundEeprom
CS9007.1,CS_BackgroundMemory,CS_GetAppResTblEntryByName
CS9007.1,CS_BackgroundMemory,CS_BackgroundEeprom
CS9007.2,CS_AppInit,CS_BackgroundOS
CS9007.2,CS_AppInit,CS_BackgroundCfeCore
CS9008,CS_AppInit,CS_InitSegments
CS9008,CS_AppInit,CS_EnableOSCmd
CS9008,CS_CreateRestoreStatesFromCDS,CS_InitSegments
CS9008,CS_CreateRestoreStatesFromCDS,CS_EnableOSCmd
CS9009,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9009,CS_AppInit,CS_ResetCmd
CS9010,CS_AppInit,CS_ReportBaselineOSCmd
CS9010,CS_AppInit,CS_EnableOSCmd
CS9010,CS_BackgroundCfeCore,CS_ReportBaselineOSCmd
CS9010,CS_BackgroundCfeCore,CS_EnableOSCmd
CS9010,CS_BackgroundOS,CS_ReportBaselineOSCmd
CS9010,CS_BackgroundOS,CS_EnableOSCmd
CS9010,CS_InitSegments,CS_ReportBaselineOSCmd
CS9010,CS_InitSegments,CS_EnableOSCmd
CS9011,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9011,CS_AppInit,CS_RecomputeEepromMemoryChildTask
CS9011,CS_BackgroundEeprom,CS_BackgroundCheckCycleCmd
CS9011,CS_BackgroundEeprom,CS_RecomputeEepromMemoryChildTask
CS9011.1,CS_AppInit,CS_BackgroundEeprom
CS9011.1,CS_AppInit,CS_OneShotCmd
CS9011.1,CS_ComputeEepromMemory,CS_BackgroundEeprom
CS9011.1,CS_ComputeEepromMemory,CS_OneShotCmd
CS9011.2,CS_AppInit,CS_BackgroundOS
CS9011.2,CS_AppInit,CS_BackgroundCfeCore
CS9012,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9012,CS_AppInit,CS_ComputeTables
CS9013,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9013,CS_AppInit,CS_BackgroundCfeCore
CS9013,CS_BackgroundApp,CS_BackgroundCheckCycleCmd
CS9013,CS_BackgroundApp,CS_BackgroundCfeCore
CS9013.1,CS_AppInit,CS_BackgroundOS
CS9013.1,CS_AppInit,CS_BackgroundCfeCore
CS9014,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9014,CS_AppInit,CS_RecomputeTablesChildTask
CS9014,CS_BackgroundTables,CS_BackgroundCheckCycleCmd
CS9014,CS_BackgroundTables,CS_RecomputeTablesChildTask
CS9014.1,CS_AppInit,CS_BackgroundOS
CS9014.1,CS_AppInit,CS_BackgroundCfeCore
CS9015,CS_AppInit,CS_BackgroundCheckCycleCmd
CS9015,CS_AppInit,CS_BackgroundEeprom
CS9015,CS_BackgroundMemory,CS_BackgroundCheckCycleCmd
CS9015,CS_BackgroundMemory,CS_BackgroundEeprom
CS9015.1,CS_AppInit,CS_GetAppResTblEntryByName
CS9015.1,CS_AppInit,CS_BackgroundEeprom
CS9015.2,CS_AppInit,CS_BackgroundOS
CS9015.2,CS_AppInit,CS_BackgroundCfeCore
